text,label,source,subject,length
The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK. remarks at a bill signing,1,liar,"economy,federal-budget,military",26
"Of the approximately 6 million disenfranchised felons in the United States, one-quarter are Floridians. a BloggingBlackMiami blog post",1,liar,"crime,elections",18
The Governor did not consult members of his own party before he released his transportation plan. a letter.,0,liar,transportation,18
Ohio has lost more population than every other state in the country except for two. a news conference,0,liar,economy,18
"Here in California, Donald Trump has given 12,000 to Jerry Brown, Gavin Newsom and Kamala Harris. a speech at the California Republican Party Convention",1,liar,"campaign-finance,elections",24
On support for the auto bailouts. a campaign statement to a local newspaper,0,liar,"congress,transportation",13
"Ed Gillespies 2006 book promoted an individual health care mandate, and recommends that it be enforced by the IRS through the income tax code. news release.",1,liar,"medicaid,taxes",26
When Republican extremists tried to take away abortion rights Blake Rocap stopped them. a voter mailer,0,liar,"abortion,candidates-biography",16
"Says income tax rates under Eisenhower were as high as 90 percent. a Democratic presidential debate in Des Moines, Iowa",1,liar,taxes,20
American homeownership rate in Q2 2016 was 62.9 - lowest rate in 51yrs. a tweet,1,liar,"economy,housing",15
"If we had the same staffing ratio of officers to residents as Seattle, wed have 300 more officers in our department. a speech",1,liar,public-safety,23
Department of Veterans Affairs doctors are prohibited from recommending medical marijuana. a political advertisement,1,liar,marijuana,14
"When career politician Daniel Webster became speaker of the House, he wasted 32,000 of our money on a spiral staircase for his office. an ad.",1,liar,"candidates-biography,ethics,message-machine,state-budget,taxes",25
"Says the difference between her and Barack Obama is about 35 years of experience. a campaign event in Robstown, Texas.",0,liar,candidates-biography,20
22 veterans take their own lives each day. a tweet.,1,liar,veterans,10
Said former U.S. Ambassador to Kenya Scott Gration was forced to resign two years ago because of his personal use of emails. a Hillary Clinton press conference,0,liar,"ethics,transparency",27
If you have ever visited Nashville or Washington D.C. you will see MANY names and initials carved into ... desks. an email to constituents,0,liar,government-efficiency,24
Tampa is the strip club capital of the world. a hearing in Tallahassee,0,liar,"economy,pop-culture",13
Says that U.S. Rep. Allen West is a constituent of mine. an interview on CNN,1,liar,"elections,redistricting",15
"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies. a House floor speech",0,liar,"federal-budget,foreign-policy",20
"if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens! mailer",0,liar,social-security,35
Every one of the 67 supervisors of elections in Florida refused to carry out the effort to remove noncitizens from the voter rolls. an email,0,liar,"elections,message-machine-2012",25
Bill Richardson is the only major Democratic candidate with a plan to withdraw all American troops from Iraq. All of the other major Democratic candidates support leaving American troops in Iraq indefinitely.,1,liar,iraq,32
"I earned more votes in the state of Wisconsin than Donald Trump did in New York. remarks in Borden, Ind.",1,liar,elections,20
Gov. Crists veto also clears the way for taxpayer funding of abortion in Florida. a campaign press release,0,liar,abortion,18
Says she condemned violence at a campaign stop in Arizona in March. a video statement on Facebook,1,liar,elections,17
"According to the most recent report, Wisconsins high school graduation rates are also up again -- to third best in the country. a speech",1,liar,"children,education,states",24
"In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy. her book, Hard Choices",1,liar,"foreign-policy,history",23
"On immigration reform, Marco Rubio all along has been saying, We have to have border security first and then he gets on Spanish TV, he ends up saying, No, no. That will never get in the way. an interview on WND Radio",0,liar,"candidates-biography,immigration",42
"Dem-controlled Ohio House voted to change the process, to create objective criteria, to modify the Constitution ... to take politics out of the efforts to draw legislative boundaries. a news conference",0,liar,redistricting,31
"Obama voted against critical resources no to individual body armor, no to helicopters, no to ammunition, no to aircraft. a radio ad",0,liar,military,22
Says U.S. Sen. Sherrod Brown is responsible for over 14 trillion in debt. a news release,0,liar,"deficit,federal-budget",16
"Florida has the most concealed weapon permits in the nation, nearly double that of the second state, which is Texas. a speech to the NRA",1,liar,"corrections-and-updates,guns",25
"Under President George W. Bush, the U.S. had 52 months of ... uninterrupted job creation and revenues were at an all-time high in 2007. an appearance on NBCs Meet the Press",1,liar,"economy,history,taxes",31
"Says that compared to direct sales by manufacturers, consumers save avg of 500 per car sold through franchised dealer model. a tweet",0,liar,transportation,22
Says that Josh Mandel voted to let insurance companies deny coverage for autism a television ad,1,liar,"education,health-care,message-machine-2012",16
"Prior to Obamacare here in Wisconsin, 95 percent of Wisconsinites were covered by insurance. After Obamacare, 95 percent of Wisconsinites were covered by insurance. It hasnt had an impact. a U.S. Senate debate",0,liar,health-care,33
The rifle used by Omar Mateen shoots off 700 rounds in a minute. an interview with CNNs Erin Burnett after the Orlando shooting,0,liar,guns,23
"Building and running the Atlanta Streetcar is projected to create 1,399 jobs. a newsletter to constituents",0,liar,transportation,16
"Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5. a radio commentary",0,liar,"bipartisanship,elections,job-accomplishments,jobs,labor,states",20
"Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned.",1,liar,guns,21
Teachers are working their third consecutive year -- some longer than that -- without salary increases. a news conference.,0,liar,education,19
